#{"t_start": 1731884715.828136, "env_id": "None"}
r,l,t
0.0,147,1178.706687
0.025614,88,1180.724404
0.009008,340,1187.698
0.005055,246,1192.590347
0.021444,137,1195.809676
0.013782,165,1199.645053
0.027944,124,1202.604546
0.004908,381,1210.718577
0.016033,399,1218.862444
0.047913,963,1238.113431
0.02394,130,1240.941581
0.025598,74,1242.938062
0.006903,191,1247.20578
1.130865,449,1255.573457
0.0,147,1258.44716
0.0,261,1264.294372
0.576222,896,1283.189962
0.001434,192,1287.409033
0.001707,133,1291.086434
0.007224,164,1294.631532
0.0,194,1298.423101
0.0,478,1308.6306
0.001637,1001,1327.896194
0.0,118,1330.363073
0.003666,153,1333.666514
0.067822,518,1345.294442
0.0,147,1348.729618
0.00423,644,1361.156463
0.0,12,1361.88347
0.0,546,1372.654221
0.0,381,1380.909494
0.006068,139,1383.845093
0.00538,574,1395.613752
0.0,405,1403.786966
0.0,49,1405.648609
0.0,88,1408.272122
0.0,712,1422.208344
0.0,510,1432.582717
0.000718,64,1434.188764
0.011621,307,1440.485925
0.0,250,1445.717199
0.00125,289,1451.65917
0.005587,260,1456.984201
0.000329,117,1459.547559
0.003416,502,1469.166349
0.009066,878,1487.172944
0.008272,297,1493.513883
0.0,174,1497.848534
0.0,197,1502.381794
0.005262,66,1504.185676
0.013827,173,1508.023982
0.001539,65,1509.730608
0.0,226,1514.620085
0.009397,205,1518.793445
0.008061,52,1520.327637
0.016313,246,1525.578472
0.004841,51,1526.999953
0.0,407,1535.429812
0.002478,150,1538.899282
0.005515,202,1543.372256
0.016921,478,1552.963805
0.014281,670,1566.811256
0.090278,489,1577.420508
0.050844,1001,1601.756103
0.016343,513,1612.494038
0.002798,173,1616.278777
0.009669,180,1620.343062
0.004181,352,1627.599851
0.010203,125,1631.486548
0.044042,924,1652.308135
0.023141,98,1654.5957
0.010734,141,1657.881155
0.000918,106,1660.415999
0.003473,145,1664.183166
0.009094,123,1666.997228
0.018607,153,1670.619691
0.008354,308,1678.421224
0.007488,72,1680.393578
0.0,374,1690.174062
0.023108,71,1692.359525
0.027134,253,1698.2559
0.018285,143,1701.789689
0.144259,138,1705.061644
1.853454,231,1710.158326
0.003533,125,1713.333655
0.0219,195,1717.801946
0.009701,635,1732.769244
0.018453,317,1740.558576
0.025683,196,1744.972084
0.015589,92,1747.263236
0.007155,139,1750.706449
0.033063,171,1754.574504
0.020604,26,1755.523823
0.025464,86,1757.742272
0.039527,86,1760.931873
0.017999,105,1763.747315
0.007638,49,1765.665119
0.014154,38,1767.175097
0.022398,33,1768.574175
0.200886,184,1773.665422
0.039109,72,1775.632231
0.009182,1001,1796.237883
0.0,191,1801.36623
0.0,948,1819.482882
0.340046,757,1833.072781
0.012909,912,1853.821721
0.000148,391,1861.045363
0.002882,165,1864.499123
0.0,1001,1885.827971
0.030829,174,1890.104189
0.011906,85,1892.167741
0.015162,335,1898.684797
0.001341,395,1906.7353
0.023221,447,1915.648188
0.0,27,1916.563459
0.018321,695,1930.264439
0.026093,202,1935.016734
0.008255,745,1950.824638
0.00278,53,1952.745806
0.002235,106,1955.337252
0.020514,38,1956.455274
0.025356,842,1973.42781
0.006121,414,1981.763844
0.009809,278,1988.039298
0.018292,1001,2008.074441
0.0,1001,2026.857209
0.02145,54,2028.218034
0.0,589,2038.917856
0.004093,316,2046.050488
0.000371,366,2053.85161
0.0,110,2056.415135
0.0,250,2062.418137
0.011952,27,2063.819622
0.005421,323,2072.158199
0.012043,462,2081.051903
0.002854,217,2085.653381
0.011043,128,2088.417557
0.027825,51,2089.820343
0.0,30,2090.923531
0.024695,323,2098.435656
0.006527,109,2101.459193
0.098149,167,2105.694923
0.049567,78,2107.794525
0.003347,148,2111.442486
0.0,258,2116.678133
0.003191,549,2129.551069
0.022095,35,2131.264897
0.026118,211,2136.10582
0.01378,514,2146.660591
0.004833,98,2148.939441
0.014737,184,2152.97126
0.037961,189,2157.366913
0.027756,252,2163.94086
0.037486,425,2172.94428
0.057659,236,2178.232776
0.010244,132,2181.62469
0.021265,53,2183.15458
0.090258,326,2190.713116
0.014883,236,2195.990179
0.026724,1001,2215.403515
0.04955,218,2219.725639
0.01935,587,2230.865711
0.030151,855,2250.031366
0.006727,1001,2270.312624
0.030531,438,2279.353447
0.019211,235,2285.149786
0.013364,178,2292.620698
0.051864,118,2296.001711
0.020143,687,2312.3821
0.017682,376,2320.700206
0.007379,978,2340.153756
0.019839,1001,2359.33931
0.067761,574,2370.522997
0.123564,387,2378.327525
0.024596,416,2386.793777
0.048231,636,2399.531986
0.062947,319,2405.734508
0.047694,1001,2425.246023
0.031321,401,2433.171476
0.050339,1001,2452.520834
0.011211,896,2470.61263
0.035575,624,2482.447707
0.226982,259,2487.65094
0.012797,593,2501.277498
0.020257,697,2516.424767
0.011952,1001,2536.580245
0.0,163,2540.484348
0.0,384,2548.637698
0.008729,1001,2569.210127
0.014787,424,2578.856056
0.012094,382,2586.429912
0.010561,53,2587.851425
0.004999,371,2595.587296
0.010084,693,2609.214139
0.004942,337,2616.711326
0.004597,59,2618.404238
0.006135,760,2634.146611
0.012708,90,2636.352409
0.02723,329,2642.921331
0.068829,1001,2664.201528
0.046016,240,2669.015656
0.025917,1001,2689.233793
0.004037,238,2694.621388
0.0,819,2709.544277
0.026855,1001,2728.507454
0.019206,1001,2746.5559
0.020231,1001,2764.751633
0.071139,424,2773.249236
0.11256,440,2782.222062
0.003914,180,2786.336947
0.006643,896,2804.330479
0.0,386,2812.986523
0.009314,168,2816.729777
0.015196,121,2820.06795
0.0,254,2825.351747
0.016013,199,2829.567059
0.014143,933,2848.167769
0.008242,1001,2868.861622
0.0,65,2870.424519
0.006546,287,2876.226033
0.009346,226,2881.130579
0.028233,1001,2900.90026
0.011039,33,2901.939116
0.00237,547,2912.688879
0.0,267,2918.056538
0.010381,299,2924.470667
0.031367,550,2935.617631
0.016813,398,2943.160711
0.01985,436,2951.521775
0.005179,115,2954.111431
0.078279,151,2957.319334
0.072369,52,2958.742254
0.049426,440,2967.581786
0.009776,528,2978.316719
0.015609,66,2980.011614
0.048108,464,2988.752406
0.034943,541,2999.598559
0.027389,1001,3018.704697
0.04478,404,3026.960339
0.061598,839,3043.473426
0.148867,284,3049.719529
0.01734,1001,3071.821022
0.009174,79,3073.803541
0.06882,111,3076.317451
0.001777,99,3078.548081
0.049589,88,3080.939494
0.073047,180,3084.8918
0.017783,207,3089.89564
0.020863,448,3099.36826
0.276627,161,3102.629813
0.0,199,3106.471629
0.013792,71,3108.202458
0.035239,70,3109.852511
0.028729,445,3119.098085
0.070391,862,3142.330418
0.005373,105,3144.876513
0.0,185,3151.028589
0.0,116,3155.033419
0.0,842,3175.815911
0.007587,103,3178.856571
0.051189,59,3181.319624
0.032655,199,3187.15767
0.001412,1001,3207.29627
0.033909,186,3210.957656
0.003812,73,3212.764379
0.031693,431,3220.416623
0.0144,313,3227.459114
0.0,65,3229.569672
0.004338,171,3234.008866
0.011345,244,3240.699123
0.0,294,3247.096956
0.001097,122,3250.081299
0.00109,64,3252.038129
0.0,66,3254.308715
0.0,71,3256.550645
0.025813,57,3258.463943
0.002767,231,3264.755837
0.010532,505,3276.709072
0.050334,584,3289.166649
0.022966,257,3295.041757
0.017721,56,3296.475228
0.01659,266,3302.10297
0.007472,221,3306.925231
0.0222,143,3310.855145
0.009125,522,3322.233325
0.020077,121,3324.881001
0.002746,174,3329.045636
0.0,41,3330.617652
0.0,118,3333.422413
0.003081,205,3337.968326
0.013873,106,3340.552351
0.01433,63,3342.298653
0.012508,76,3344.180478
0.0,234,3349.199898
0.007737,1001,3369.416083
0.043111,125,3372.084668
0.043843,1001,3391.489992
0.0,225,3397.062047
0.013071,65,3398.881186
0.008761,513,3409.802624
0.015028,160,3413.355718
0.003597,1001,3433.754427
0.229565,468,3443.170552
0.020523,179,3447.059261
0.549331,483,3457.869132
0.009317,286,3463.684588
0.0,260,3468.856898
0.002943,261,3474.347121
0.01561,1001,3493.457492
0.009393,147,3496.729478
0.006655,1001,3516.496782
0.092932,384,3524.06187
0.0,1001,3542.66937
0.046463,165,3546.433643
0.122842,434,3555.253144
0.000634,143,3558.243395
0.007296,133,3561.435424
0.010826,1001,3580.807287
0.0,95,3583.087193
0.0,327,3589.864465
0.011643,123,3593.292058
0.002572,200,3598.312424
0.006459,192,3603.121454
0.04337,901,3620.99171
0.07757,1001,3640.744698
1.524951,251,3646.027566
0.080443,1001,3666.479294
0.221877,259,3672.117378
0.173443,1001,3693.772418
0.048857,425,3702.947948
0.073537,150,3706.217139
0.164737,254,3711.10008
1.841008,591,3722.481946
0.022081,571,3734.076999
0.387601,1001,3752.326781
0.040506,1001,3770.390512
0.036702,701,3783.67556
0.011419,101,3785.933795
0.149482,347,3793.00742
0.179819,1001,3811.284762
0.180787,1001,3829.220029
0.196563,732,3842.197746
0.289064,588,3855.549171
0.029069,312,3862.424098
0.296406,172,3866.37227
0.048944,1001,3890.528373
0.778538,170,3895.603155
0.128373,176,3900.927596
0.125835,283,3909.049135
0.062129,435,3921.650837
0.110933,432,3933.952318
0.30997,91,3937.137232
0.019267,82,3939.914001
0.00629,106,3943.307955
0.390313,153,3948.063471
0.504409,693,3966.293625
0.027787,83,3968.995835
0.021492,89,3971.941757
0.063952,254,3979.657641
0.257458,428,3991.884374
0.136915,1001,4017.300582
0.009553,221,4023.624828
0.014331,221,4030.218917
0.020488,1001,4055.983431
0.0,647,4072.904871
0.0,211,4079.107279
0.013581,358,4089.835434
0.026277,880,4112.26271
0.01101,136,4116.445023
0.009847,1001,4144.023108
0.023113,332,4152.808696
0.039842,133,4156.659609
0.023724,693,4173.534462
0.034431,304,4181.660653
0.009871,114,4185.378975
0.03566,321,4194.349189
0.019226,531,4208.848482
0.019679,81,4211.445757
0.02161,285,4218.799454
0.099987,177,4223.784187
0.016308,654,4240.580977
0.013325,135,4244.657683
0.013828,284,4252.539131
0.072769,344,4261.526196
0.046587,119,4264.995118
0.029418,210,4271.092931
0.001974,307,4279.800714
0.019442,113,4283.423809
0.022853,204,4289.118399
0.390854,1001,4313.421103
0.0738,205,4319.471524
0.027387,1001,4344.821356
0.087808,159,4349.352957
0.044578,82,4352.055661
0.068501,600,4368.080677
0.032776,47,4369.965961
0.026638,218,4376.439143
0.025882,1001,4401.871189
0.084891,323,4410.306495
0.030553,270,4417.655932
0.041302,274,4425.352657
0.029676,153,4430.281766
0.040291,590,4445.673402
0.039273,129,4449.584912
0.029335,286,4456.840646
0.046738,136,4461.437433
0.029789,122,4465.561557
0.037038,1001,4489.676969
0.020593,1001,4508.628653
0.020184,247,4513.664908
0.014775,99,4515.873024
0.051767,308,4522.132226
0.030453,40,4523.321821
0.066995,872,4540.922426
0.032237,1001,4562.491062
0.04215,194,4566.971665
0.074716,1001,4587.959196
0.051676,237,4593.982633
0.045642,767,4610.638039
0.078932,146,4614.77618
0.038539,58,4616.474187
0.041443,802,4633.743511
0.05065,155,4637.253509
0.046066,55,4638.950488
0.07645,144,4642.064192
0.068304,334,4649.962728
0.049912,81,4652.299821
0.044853,64,4654.179716
0.04739,1001,4673.748435
0.053181,312,4680.516203
0.087643,820,4697.163491
0.103439,1001,4716.770931
0.04319,236,4721.606433
0.036485,490,4731.731325
0.055463,89,4733.933591
0.070615,283,4739.908569
0.059462,137,4743.174444
0.050324,738,4758.520955
0.046293,200,4763.076298
0.033353,1001,4783.913948
0.051259,218,4788.98523
0.018045,1001,4809.209426
0.058153,914,4828.671576
0.04059,1001,4849.467557
0.077676,1001,4871.624784
0.049957,1001,4893.664295
0.199359,1001,4916.336519
0.151782,1001,4938.059806
0.071017,1001,4959.954129
0.15451,573,4973.45977
0.086534,875,4993.008349
0.141313,932,5014.207637
0.38965,825,5031.809433
0.18115,1001,5052.379376
0.394331,138,5055.318239
0.50215,1001,5074.285307
0.075831,227,5078.860416
0.49732,218,5083.353456
0.04677,354,5090.439704
0.081037,805,5106.196804
0.139847,1001,5125.566808
0.860127,1001,5144.937958
0.056036,476,5155.211339
0.314907,1001,5176.370643
0.676645,536,5189.440901
0.309596,345,5198.447353
0.162429,1001,5220.547904
0.084285,216,5226.34259
0.075038,1001,5249.11635
0.052352,1001,5271.189031
0.464635,1001,5295.827683
0.363957,1001,5318.174374
0.074009,1001,5344.860953
0.09447,1001,5370.985287
0.068499,1001,5395.279862
0.577888,1001,5417.551602
1.370555,1001,5439.192069
1.28937,409,5448.110961
0.135286,1001,5470.044826
1.734525,1001,5491.778445
0.047632,207,5496.554361
0.177588,1001,5517.816456
0.061683,601,5530.625944
0.692564,84,5532.984949
0.681835,1001,5552.969307
0.096369,226,5558.017283
4.813437,571,5569.680577
2.861686,1001,5588.798833
0.717102,164,5592.254529
1.028464,68,5594.048767
0.702524,1001,5613.543724
0.614984,212,5618.385846
0.944672,310,5625.528906
1.176309,47,5626.98056
1.169225,627,5639.527434
0.30799,1001,5658.431651
1.037844,40,5659.621072
1.325067,629,5671.963635
0.201138,314,5679.092416
0.379688,1001,5700.202949
0.425395,1001,5720.22456
0.474139,989,5739.67574
1.280471,44,5740.958461
8.377815,1001,5760.172872
2.768969,470,5770.253755
0.58983,53,5771.716235
0.628201,50,5773.113231
2.374938,1001,5791.928089
3.282927,1001,5811.027677
4.146352,714,5824.813399
4.811934,1001,5844.414104
3.664795,416,5853.159669
0.34128,1001,5873.064028
5.36248,1001,5901.403504
2.398153,72,5904.513399
1.613938,65,5907.022029
1.019895,148,5910.957052
1.728188,67,5912.726436
1.972733,706,5930.341097
1.012255,47,5932.137847
1.117645,71,5934.645052
5.969738,1001,5958.18565
3.95238,406,5969.167637
7.853979,869,5990.990186
2.963915,80,5993.201725
2.744428,99,5996.492588
4.891728,1001,6021.957415
1.000377,55,6023.764405
1.923836,68,6025.901898
3.040739,229,6032.414149
3.573544,107,6035.568489
2.681552,61,6037.585923
2.587202,1001,6061.389617
0.490701,58,6063.954846
2.284334,56,6065.931368
7.404194,1001,6096.804407
2.319693,77,6099.709681
2.06132,86,6103.001558
11.124878,1001,6129.296888
1.808748,66,6131.433965
1.38149,55,6132.919069
4.179742,394,6140.688303
2.087951,116,6143.816016
13.607653,1001,6162.356684
2.707172,58,6163.965065
2.354287,59,6165.572474
2.475445,68,6167.566879
1.997854,64,6169.183544
1.867685,76,6171.312379
10.28802,1001,6192.643003
1.638388,59,6194.279509
0.905281,54,6195.888898
1.498027,77,6198.43998
2.981811,64,6200.331182
7.828442,1001,6225.638582
2.243737,55,6227.162818
0.310228,66,6228.969162
0.577088,95,6231.497185
2.029946,91,6233.827606
2.149725,45,6235.421262
8.133306,1001,6255.154797
1.645005,62,6256.630781
1.631207,62,6258.106559
1.673383,53,6259.996806
1.135565,119,6263.075554
1.977272,58,6264.929242
2.021066,53,6266.416008
1.276385,71,6268.57422
2.129708,60,6270.316715
2.360429,68,6272.026079
1.798105,47,6273.296883
1.6468,53,6275.178352
1.642276,46,6276.721483
2.302213,48,6278.019706
1.442605,59,6279.743949
2.23209,56,6281.402349
2.2271,45,6283.023484
2.187063,46,6284.238043
2.532279,58,6286.240364
1.024842,42,6287.634838
1.62663,39,6289.01233
1.691703,51,6290.453629
2.481698,50,6292.063137
2.599055,49,6293.651015
1.509221,40,6295.100601
2.055333,48,6296.635428
1.254174,40,6297.777644
1.973933,42,6299.128073
2.572225,58,6300.785436
1.98984,46,6302.217876
1.789767,53,6303.673643
2.405026,46,6305.451448
2.231,57,6307.29949
2.272768,50,6309.160794
2.364013,56,6311.065772
1.839018,47,6312.69617
2.596038,48,6314.25254
1.531522,52,6315.828132
1.851897,50,6317.546003
1.295649,35,6318.861017
1.584489,42,6320.31725
2.46528,48,6321.995335
1.567678,39,6323.487909
1.904289,44,6325.012744
1.62003,51,6326.68031
2.391571,52,6328.425759
1.738843,44,6330.159704
1.211859,42,6331.892763
1.80033,41,6333.658945
1.817955,52,6335.643603
2.56358,48,6337.312499
2.714463,56,6339.19432
1.342481,46,6340.569334
0.897052,55,6342.283339
2.033659,51,6343.887966
1.900902,43,6345.361486
3.180093,53,6347.035225
2.109132,47,6348.355299
1.529188,43,6349.614933
2.184744,66,6351.414279
1.427361,45,6352.958997
2.151485,47,6354.63525
2.470595,52,6356.295069
2.215896,51,6357.867888
1.967732,45,6359.314997
1.796948,49,6361.012258
1.673872,42,6362.717799
1.36896,38,6363.846354
2.087954,45,6365.282634
1.861547,45,6366.503239
1.809143,49,6367.903684
1.892481,44,6369.260525
2.899215,53,6370.606847
2.850445,50,6372.086785
2.618894,48,6373.744657
1.622304,45,6375.130981
2.043337,47,6376.341435
2.765826,49,6378.114173
1.816989,41,6379.469301
1.842953,46,6380.745032
2.669591,46,6382.193664
2.993175,54,6384.211283
2.885928,50,6385.925268
2.424548,52,6387.746971
1.922038,55,6389.383318
2.045452,51,6390.921751
1.798885,48,6392.625139
1.346171,37,6393.690946
2.497278,52,6395.064057
0.980472,38,6396.213204
1.096649,38,6397.6157
1.277403,41,6399.189327
1.516569,45,6400.825415
1.63993,40,6402.26781
1.945445,44,6403.58589
1.219215,55,6405.418454
1.4898,46,6406.96137
1.313181,38,6408.150492
1.490508,45,6409.455114
1.888026,50,6410.792311
1.969128,47,6412.168828
2.642251,46,6413.567612
2.45708,49,6414.991131
1.690891,52,6416.756309
2.01944,52,6418.219419
0.983513,37,6419.342531
1.680354,43,6420.569858
2.124508,57,6422.093689
1.812528,42,6423.864507
1.932488,45,6425.365541
2.195852,45,6427.197155
1.759674,44,6428.436916
2.352138,56,6430.021605
1.752487,43,6431.303603
2.273065,44,6432.787961
2.840409,51,6434.596045
1.760199,46,6436.227295
1.598966,44,6437.947204
1.417957,52,6439.619764
2.117947,43,6440.822618
2.023046,45,6442.117902
1.727233,44,6443.364542
1.583187,56,6444.987513
1.810567,41,6446.295779
2.067879,47,6447.734659
1.597274,45,6448.914022
2.428633,54,6450.40038
1.891631,50,6451.865308
2.983851,50,6453.402666
2.87335,50,6454.670213
1.422267,45,6456.135661
2.672775,49,6457.436719
1.745953,49,6459.125909
2.584332,51,6460.737345
2.275967,54,6462.583574
0.920496,46,6464.070945
2.748539,48,6465.361536
1.761119,44,6466.718693
1.934946,48,6468.546339
2.604726,54,6470.586751
1.374837,43,6471.98369
1.511615,42,6473.220426
1.576413,41,6474.461641
2.403486,49,6475.763433
2.229876,50,6477.123731
1.283493,38,6478.308924
2.068857,47,6479.776443
1.713628,42,6481.125089
1.649666,51,6482.6978
1.575113,42,6484.054024
1.686878,48,6485.433306
2.169488,49,6487.094544
1.830012,40,6488.587851
1.582453,43,6490.563648
1.51123,45,6492.19384
2.458393,51,6494.16802
0.457167,51,6495.98629
1.700534,43,6497.526845
1.637629,49,6498.99665
1.756424,41,6500.804514
2.100858,58,6502.836406
1.612362,45,6504.292376
1.833753,48,6505.924617
2.013125,46,6507.522365
1.70177,43,6509.12051
0.985699,61,6510.751159
1.433636,45,6512.01281
1.614345,53,6513.587036
1.718214,47,6514.861903
2.04681,47,6516.231099
1.419507,39,6517.379372
0.964244,49,6518.646369
0.939806,55,6520.086026
1.808519,51,6521.467114
1.219775,54,6522.91807
1.545348,51,6524.306423
1.564075,50,6525.635613
1.789289,51,6527.183109
1.78824,46,6528.485773
1.837378,53,6529.932379
1.285282,42,6531.123157
2.103407,52,6532.727675
0.590832,51,6534.487343
0.560666,62,6536.576002
1.524428,50,6538.04261
1.582937,52,6539.508419
1.649256,44,6540.682305
1.026816,42,6541.956761
1.214455,53,6543.358575
2.238975,54,6545.023179
1.407695,42,6546.238069
1.282613,58,6548.003766
1.60631,47,6549.638623
0.975784,55,6551.70622
1.590795,41,6553.299144
1.092793,42,6555.020487
0.17441,43,6556.9708
0.59903,46,6558.64525
1.817925,50,6560.115486
1.043941,44,6561.383174
1.191601,48,6562.798923
1.896991,52,6564.283625
0.529037,49,6565.650882
1.162014,42,6567.081806
0.895826,52,6568.920624
1.009342,46,6570.448929
0.852932,49,6572.04915
1.777922,45,6574.259831
0.715917,42,6576.028479
0.204181,39,6577.463156
0.396342,51,6579.13435
0.965817,43,6580.497315
0.421632,51,6582.034345
0.758186,57,6583.745975
1.880781,49,6585.151159
0.696178,53,6586.61804
0.489062,49,6588.02094
1.326939,51,6589.42527
0.736331,50,6590.735054
1.052716,50,6592.081659
0.693495,55,6593.872118
0.162086,53,6595.509174
0.015591,58,6597.301636
0.139403,53,6599.062336
0.066541,50,6600.421005
1.302629,62,6601.95718
0.071484,50,6603.549662
0.002035,68,6605.634479
0.005271,207,6610.483421
0.473985,50,6612.374805
0.302397,50,6614.405986
0.568399,53,6616.015348
0.177883,52,6617.787086
0.000589,48,6619.320602
0.5508,49,6620.859693
1.086188,58,6622.944841
0.717162,47,6624.516312
0.571312,48,6625.858812
1.292119,59,6627.41567
1.006944,61,6628.916024
2.154935,58,6630.82912
1.315006,45,6632.473319
1.274398,45,6634.195617
1.008646,50,6636.162145
0.714029,54,6637.93239
0.935097,116,6641.39115
1.15213,47,6643.116426
0.597196,53,6644.910501
0.823295,48,6646.837191
0.351979,60,6648.641811
0.19072,59,6651.194158
0.379223,51,6653.145421
0.907705,44,6654.505341
1.167477,49,6655.952849
1.086764,52,6657.485547
0.593099,45,6658.826773
1.089034,48,6660.163793
0.940453,54,6661.672401
1.005409,64,6663.294063
1.027605,52,6664.637725
0.272962,82,6666.560975
1.591739,246,6671.621652
0.438458,170,6675.886303
0.533614,43,6677.163511
0.908582,62,6678.836632
0.317295,78,6680.854793
0.083836,41,6682.03711
0.261954,46,6683.493985
1.236073,96,6685.768134
0.175,113,6688.606431
0.858211,53,6690.072076
0.093279,53,6691.50461
0.682011,50,6692.970855
1.571935,86,6695.080864
0.865744,44,6696.362981
0.362527,40,6697.851544
0.573541,85,6699.911545
1.460269,50,6701.573884
0.212191,65,6703.272469
0.080809,41,6704.422201
0.579883,49,6706.103445
1.046754,39,6707.729525
0.93529,39,6709.110028
2.57868,61,6711.131243
1.23795,49,6712.766055
1.3144,78,6715.598049
0.714454,46,6717.222183
1.223145,42,6718.829572
1.4078,40,6720.185412
2.071546,58,6721.707678
1.718942,51,6723.684747
1.277679,46,6725.549739
0.944442,40,6726.942649
0.849158,50,6728.440349
1.300519,47,6730.461845
0.664141,40,6731.739864
1.435416,46,6733.51199
1.616403,44,6734.85572
1.827504,44,6736.658888
1.104681,44,6738.134104
1.12128,100,6740.701406
0.799006,53,6742.158765
1.632051,65,6743.933053
1.380171,45,6745.355419
2.131041,57,6747.109322
0.493844,42,6748.585373
2.159004,52,6750.091718
1.042958,47,6751.626761
0.671618,45,6753.117059
1.294578,40,6754.377446
1.578288,66,6756.209159
2.4548,86,6758.278706
1.341824,39,6759.388021
1.410098,67,6761.057903
1.228736,49,6762.327367
1.500938,46,6763.632003
2.186232,87,6765.786639
