#{"t_start": 1731884715.828136, "env_id": "None"}
r,l,t
1.140798,59,6767.351779
1.9735,48,6768.757831
0.713936,44,6770.097688
0.485529,62,6771.954496
1.493105,54,6773.440689
0.667663,78,6775.331157
1.290753,47,6776.759986
1.749202,62,6778.44222
1.695632,57,6780.164607
1.543288,54,6781.68323
1.099238,47,6783.129197
4.221238,226,6789.078713
1.160117,43,6790.247522
1.403193,43,6791.456257
1.668037,45,6792.726092
0.991584,49,6794.04599
1.482401,53,6795.406496
1.302647,1001,6815.033409
1.847938,54,6816.740354
1.394313,40,6818.163925
1.906336,52,6819.78626
1.395222,38,6821.124544
2.149206,46,6822.68707
1.884085,43,6824.622031
2.236303,48,6825.993065
1.989037,51,6827.599069
2.422011,45,6829.168232
2.402603,42,6830.650137
1.972863,41,6832.117579
1.995625,42,6833.767406
1.905026,46,6835.03981
2.335583,42,6836.244678
1.70772,40,6837.374251
2.044419,45,6838.722064
1.886922,43,6839.905389
2.229653,53,6841.336584
2.098409,46,6842.733246
1.866925,44,6844.215929
1.39628,50,6846.003842
1.320474,49,6847.527065
2.304461,43,6848.720111
2.02327,48,6850.161778
2.49632,46,6851.412305
2.185991,52,6852.731906
2.062346,46,6854.022656
1.922573,46,6855.272872
2.158728,45,6856.490502
1.715379,41,6857.595859
1.78097,42,6858.733577
1.771639,43,6859.955193
1.990111,50,6861.253772
1.700143,44,6862.440443
3.46922,217,6866.742903
1.90456,47,6868.023577
2.180332,44,6869.304734
2.403773,44,6870.777434
2.511685,57,6872.342045
2.941221,57,6874.50043
2.643446,48,6875.972358
1.234195,43,6877.241798
1.919553,50,6878.597525
1.973259,47,6879.83673
1.863006,45,6881.101149
1.703001,53,6882.420901
1.967652,47,6884.056166
1.532696,47,6885.933887
1.860562,51,6888.038887
1.996729,46,6889.295857
1.835775,43,6890.454314
1.494222,56,6891.834156
1.924065,53,6893.317545
2.212151,45,6894.507526
2.133274,51,6895.849214
2.201363,44,6897.078337
2.147162,47,6898.469802
2.161874,49,6899.808873
1.63383,48,6901.692835
1.855114,45,6903.184567
1.390852,50,6904.490275
1.930349,49,6905.747766
1.476304,45,6907.485867
2.028984,39,6908.899228
1.970367,45,6910.117714
1.744676,43,6911.348753
1.594784,41,6912.475216
1.941203,48,6913.781901
1.816844,46,6915.030238
1.713572,44,6916.368149
1.065022,54,6918.06086
1.617976,49,6919.867422
1.124605,45,6921.312214
1.54458,42,6923.015796
3.475597,66,6925.3706
1.023746,45,6926.844297
1.422761,41,6928.086132
0.85856,46,6929.569841
1.242609,42,6930.716266
1.114038,48,6931.935548
1.463002,46,6933.239311
2.068924,53,6934.599474
1.07586,49,6935.847123
0.936611,44,6937.089288
1.408478,66,6938.716002
1.800188,43,6939.859422
2.245961,51,6941.149006
1.733761,46,6942.36322
0.556719,40,6943.54134
1.866595,47,6944.947543
1.512027,50,6946.325856
1.663675,47,6947.852975
2.251802,353,6955.072432
2.072967,49,6956.300996
1.677345,43,6957.440213
1.323738,55,6958.844999
2.083023,56,6960.251807
2.564505,54,6961.56806
1.492973,55,6962.903452
1.967812,45,6964.208364
1.841608,51,6965.587186
2.783756,119,6968.042355
2.013325,52,6969.388525
0.813527,54,6970.746719
2.008048,49,6971.998054
2.156323,46,6973.203362
1.803872,48,6974.494248
0.616969,50,6975.76398
1.276147,46,6976.977026
1.198787,55,6978.334106
1.25316,42,6979.509394
1.556202,58,6980.924513
1.791723,49,6982.159229
1.398471,46,6983.377821
1.508172,48,6984.66645
1.670846,48,6985.911962
1.898238,44,6987.074003
1.750754,53,6988.41927
1.393769,104,6990.638827
1.545681,53,6991.940291
0.629028,41,6993.071619
1.160783,49,6994.368717
0.711326,52,6995.678617
2.161363,51,6996.972668
1.08344,50,6998.230707
2.213128,59,6999.677527
1.845677,55,7001.057424
1.412988,46,7002.247143
2.199045,50,7003.57523
1.683119,50,7005.045902
1.601653,56,7006.440169
0.32705,43,7007.542894
1.357444,55,7008.90659
1.677723,53,7010.23577
1.222273,49,7011.512812
0.817833,53,7012.863447
1.609179,52,7014.138697
1.465709,56,7015.670941
0.083373,50,7017.394499
1.361663,55,7019.390674
0.605788,50,7021.047148
1.168605,60,7022.549039
1.110246,57,7024.118521
10.16362,1001,7045.150834
1.029303,54,7046.526152
0.46157,61,7047.968998
1.43649,68,7049.533929
1.39131,58,7050.922822
0.829281,64,7052.997305
0.0,27,7053.916974
0.57117,60,7055.401915
0.690732,1001,7076.106499
2.311925,53,7077.620566
0.476581,71,7080.006358
0.0,1001,7102.240429
0.752652,55,7104.169012
0.855071,64,7106.021206
0.887316,58,7107.587097
0.006219,1001,7129.418527
1.894652,56,7131.202149
0.0,25,7132.132903
1.621749,67,7134.190187
0.959959,54,7135.734832
0.007729,1001,7157.795981
0.02773,1001,7178.163656
0.008147,1001,7200.431713
1.063087,79,7202.79767
0.404783,60,7204.903818
0.189993,47,7206.514425
0.10186,51,7207.999082
0.200268,50,7209.819204
0.647424,51,7211.843289
2.563808,53,7213.546518
1.819249,51,7215.100022
1.798171,50,7216.480327
1.845761,55,7218.769615
1.436904,47,7220.163273
2.284506,63,7221.832976
1.859742,67,7223.625289
1.03272,42,7225.209791
1.96644,52,7226.806192
2.062688,50,7228.261041
1.437356,50,7229.722488
2.190301,44,7231.092399
2.183546,47,7232.477658
1.890681,44,7234.172368
2.348248,44,7235.515832
1.535053,44,7236.690678
2.194257,46,7238.038631
1.683922,50,7239.511945
1.975694,47,7240.798521
2.120937,49,7242.153447
2.335058,51,7243.545314
1.644973,46,7244.979227
1.848586,47,7246.268954
0.67039,52,7247.696452
1.125117,51,7249.118306
0.599807,44,7250.546172
1.358853,49,7251.935836
2.140896,50,7253.403571
1.116043,46,7254.800919
1.882263,43,7256.045436
1.987056,48,7257.413448
2.259451,47,7258.733355
1.436237,52,7260.21654
1.612509,46,7261.527098
1.873674,45,7262.812186
1.199975,46,7264.137348
1.597646,42,7265.51862
1.861709,46,7266.970842
2.40472,51,7268.391281
2.519545,51,7269.816697
2.323754,48,7271.24719
1.374855,50,7272.652924
1.52704,48,7274.038411
0.695737,45,7275.377787
1.935256,47,7276.755707
1.925729,46,7278.100357
2.259846,45,7279.315517
1.875769,48,7280.718639
1.294958,45,7281.979242
1.746347,50,7283.401067
1.94922,49,7284.744047
2.12091,50,7286.09923
1.576281,45,7287.297576
1.498878,47,7288.911299
2.109201,46,7290.413024
2.443223,45,7291.789736
1.731428,51,7293.444407
2.088005,42,7294.704163
1.706896,47,7295.944812
0.677841,47,7297.337516
2.425188,47,7299.00115
2.202465,45,7300.704076
1.124342,45,7302.588437
1.547081,47,7304.000952
1.963152,54,7305.787145
2.192035,48,7307.328412
2.32576,44,7308.578011
1.947746,46,7309.783421
1.700392,49,7311.083862
2.011941,48,7312.394607
0.89222,48,7313.669829
1.577968,43,7315.263462
2.262412,44,7317.13594
2.430493,50,7318.90924
1.919991,42,7320.647843
1.807751,51,7322.481141
2.196939,43,7323.971082
1.67881,46,7325.553585
2.217531,47,7327.13891
1.826746,44,7328.468956
1.709143,46,7329.804916
1.513357,46,7331.230656
2.682045,51,7332.697211
2.175279,48,7334.334342
1.34674,43,7335.732237
2.514176,50,7337.409963
2.30151,43,7338.712673
2.275389,44,7340.228606
2.240086,46,7341.606815
2.162062,43,7342.96324
1.442017,44,7344.432466
1.774192,44,7345.969196
1.8473,47,7347.397239
2.318721,42,7348.88375
1.485747,47,7350.339303
2.206927,42,7351.639223
2.308506,45,7352.889153
2.14668,41,7354.512349
2.351083,48,7355.952062
2.152608,45,7357.246845
2.756717,51,7358.737459
2.251978,45,7360.172726
1.98072,46,7361.597964
1.833114,50,7362.986903
2.028086,47,7364.552619
1.612678,48,7366.051441
2.617632,44,7367.529679
2.062507,48,7368.908294
1.034877,50,7370.480181
2.152076,43,7371.754752
1.634807,49,7373.064659
1.066361,49,7374.379025
0.756149,50,7375.638991
0.831152,41,7376.756328
2.699647,51,7378.044549
2.087411,45,7379.584941
1.905169,47,7380.911633
2.16101,46,7382.337523
2.548975,46,7383.867475
2.352195,47,7385.61148
1.726861,47,7387.11467
2.01401,51,7388.956209
2.249449,43,7390.78228
1.844736,49,7392.657234
2.711531,53,7394.876262
1.629727,44,7396.230748
2.031942,48,7397.7404
1.803748,45,7399.069103
0.789066,45,7400.411431
2.066676,38,7401.465124
1.93894,45,7402.661895
1.94422,45,7403.891794
1.567492,42,7405.214485
2.066989,50,7406.633767
2.178293,49,7407.981204
2.25397,46,7409.272049
2.118651,57,7410.709213
2.085562,52,7412.11841
2.336049,40,7413.452835
2.230631,40,7414.858721
2.872332,45,7416.576181
1.989547,46,7417.857698
2.240849,49,7419.110286
1.248501,48,7420.351955
2.247972,44,7421.731323
2.51017,43,7423.123388
2.205394,50,7424.850037
2.19824,44,7426.201144
2.209858,45,7427.408409
2.406047,46,7428.711798
2.496987,47,7429.958126
1.96605,45,7431.103558
0.978866,45,7433.086951
2.29707,53,7435.193013
4.092035,107,7438.16586
2.752943,45,7439.648328
2.373618,44,7441.167694
2.504124,47,7442.736412
2.441996,41,7444.211977
2.376303,43,7445.739194
2.338271,42,7447.330115
2.465243,49,7448.901163
2.077037,43,7450.473409
2.312578,49,7452.296869
2.489769,47,7453.695417
2.887529,46,7455.179919
2.082333,46,7456.899858
2.373876,42,7458.728085
2.415053,44,7460.342614
2.428395,44,7462.062782
1.301488,49,7463.852081
2.103049,46,7465.227329
2.452227,44,7466.579426
1.368069,47,7467.841399
2.392491,50,7469.462711
1.374084,46,7470.904093
0.888879,46,7472.185729
2.46581,42,7473.39711
3.223776,50,7474.96372
1.792737,51,7476.528377
2.299916,46,7477.829974
1.214867,40,7479.341359
2.913389,47,7480.910344
1.262946,47,7482.47512
1.485477,54,7484.105217
1.731796,56,7485.580644
1.88097,44,7487.275986
2.682422,44,7489.002536
1.998424,49,7490.860922
2.117568,48,7492.505943
2.552279,43,7494.020829
2.350524,46,7495.339185
1.362635,50,7497.140856
1.158444,52,7498.940907
2.210554,48,7500.668461
2.166953,43,7502.143854
1.878891,41,7503.701524
1.821986,50,7505.246225
1.40168,47,7506.657429
2.042718,52,7508.062197
1.760444,50,7509.347788
2.575255,43,7510.581388
2.074686,54,7512.009219
1.630215,42,7513.531765
2.69803,45,7515.35488
2.579332,46,7516.993129
1.692157,46,7518.335929
2.054258,45,7519.628144
1.139386,45,7521.736176
1.787604,48,7523.650995
1.976773,50,7525.713597
1.923961,45,7527.405581
3.380964,65,7529.731711
2.03109,45,7531.522671
1.750729,46,7533.410771
2.129622,43,7535.206895
1.941425,41,7536.870397
1.884593,38,7538.37857
2.665471,48,7540.125262
1.818372,44,7541.691236
2.244216,43,7543.170343
2.386846,50,7545.071491
2.708193,45,7546.465513
0.807885,41,7547.897006
2.572126,43,7549.407791
2.465394,44,7550.889205
2.329361,46,7552.490567
2.324099,46,7554.163849
3.184075,51,7555.649266
1.899912,45,7557.200324
1.72719,47,7558.766796
2.223158,50,7560.405544
1.748217,46,7562.190818
2.353262,57,7564.182492
2.386884,50,7565.576033
2.911836,50,7566.90623
2.427539,42,7568.081466
2.357817,46,7569.314624
1.955057,44,7570.708568
2.376874,45,7572.114242
2.086614,45,7573.487835
2.212561,42,7575.102994
2.024494,41,7577.125402
1.50785,49,7579.034509
1.450575,47,7580.836605
2.338436,43,7582.33742
2.18329,45,7584.157889
1.310759,37,7585.533519
2.564274,44,7586.699745
1.258591,42,7587.815271
1.332882,52,7589.162913
1.878882,44,7590.306228
1.737918,47,7591.521841
1.140977,42,7592.630564
3.006924,48,7593.933132
2.044728,45,7595.11334
1.911301,45,7596.292873
1.555209,48,7597.515721
2.711857,47,7598.846766
1.974453,46,7600.332336
2.268515,44,7601.686626
2.099017,41,7602.810566
2.549829,44,7604.054896
2.021562,49,7605.390239
1.587895,47,7606.609038
1.659969,46,7607.815768
2.423927,42,7608.997573
1.156862,47,7610.279087
0.858733,39,7611.41461
1.748918,49,7612.743279
1.750019,44,7614.11247
1.965946,51,7615.530799
1.292066,43,7616.71601
2.391909,43,7617.94665
1.913388,52,7619.561383
1.586695,56,7621.132805
1.497994,41,7622.477102
2.287119,44,7624.017902
1.483458,42,7625.637046
1.947947,41,7626.922896
1.75861,65,7628.596052
1.476416,44,7630.006237
2.197479,43,7631.352557
1.825963,37,7632.514271
2.830828,45,7634.154584
2.435158,50,7635.767468
1.959748,51,7637.91464
2.00373,37,7639.204285
1.724743,40,7640.55064
2.039698,40,7641.754282
1.036598,43,7643.368652
1.248107,39,7644.859058
1.539999,44,7646.454048
1.420011,44,7648.342283
1.8623,42,7649.98633
1.984893,45,7651.489808
1.978236,45,7652.877459
2.014364,41,7654.193955
2.35447,45,7655.679912
1.873432,41,7657.213202
2.92437,43,7658.760424
2.012988,40,7659.987806
1.391585,44,7661.736289
2.46411,40,7663.466827
1.604963,43,7664.92466
2.105373,43,7666.323195
2.343113,50,7667.811456
2.000041,46,7669.165498
2.764128,46,7670.515929
1.86846,50,7672.027189
2.218134,40,7673.285158
2.506582,40,7674.531056
2.361452,39,7675.784802
1.732787,54,7677.594053
2.083639,49,7679.879941
2.013542,46,7681.503301
1.83337,51,7683.069841
2.264084,43,7684.305732
1.429227,40,7685.94339
2.299718,45,7687.857701
0.324692,44,7689.388199
2.319783,44,7691.20404
2.596655,42,7692.75281
2.847045,47,7694.736353
2.469051,40,7696.758815
2.244032,39,7698.329751
2.328737,42,7700.384938
2.516803,40,7701.761595
2.477903,48,7703.336795
2.331302,42,7704.997442
2.78129,44,7706.37496
2.429863,39,7707.595327
2.374322,41,7709.079101
2.39529,39,7710.284229
2.588436,49,7711.884978
1.748024,48,7713.434322
2.454013,42,7714.830431
2.072731,39,7716.366437
2.882976,46,7718.045276
2.077909,42,7719.413579
2.29141,45,7720.986957
2.587564,41,7722.168905
2.317745,41,7723.304616
1.782714,42,7724.78356
2.049435,44,7726.266939
1.900434,48,7727.711928
2.313922,40,7728.967098
2.111438,44,7730.299945
1.450109,38,7731.512772
2.040224,43,7732.800597
2.054708,42,7734.221244
2.535832,40,7735.435443
1.749246,42,7736.715151
1.935371,39,7737.856946
2.178565,40,7739.11845
2.087195,44,7740.488191
2.684682,40,7741.998011
2.627226,40,7743.385128
2.279609,41,7745.158015
2.692054,45,7747.751854
1.640646,42,7749.311221
1.375549,106,7752.347982
2.088915,48,7753.93476
2.387135,43,7755.510444
2.458527,38,7757.005835
1.861702,45,7758.543661
2.389829,44,7760.260272
2.187642,43,7761.863818
2.487458,38,7763.245172
2.560296,46,7764.967558
2.132738,49,7766.838676
3.018921,55,7769.392051
3.078834,50,7772.484011
2.280173,45,7774.800954
2.633887,47,7776.842072
2.56956,42,7778.428293
2.636079,41,7779.847882
2.227417,45,7781.982227
2.441597,42,7783.825681
2.189947,40,7785.398395
2.458696,43,7787.412188
1.509755,43,7789.177498
1.540743,41,7790.833905
1.960197,46,7793.041551
2.394357,47,7794.965163
2.077263,49,7796.541357
1.939599,47,7798.06166
2.02146,48,7799.481749
0.208618,1001,7821.73831
1.90791,51,7823.514758
2.431359,44,7824.897833
2.225601,45,7826.290945
2.155453,50,7827.844767
1.227934,46,7829.497928
2.411345,44,7831.141314
2.513341,1001,7852.495557
2.049194,57,7854.38081
2.591359,61,7856.231921
2.543575,71,7858.361417
0.956132,1001,7884.28706
1.786424,54,7886.721347
0.721317,85,7889.747442
0.59863,1001,7911.902879
1.700817,66,7914.117923
0.272083,719,7930.192628
1.07942,64,7932.207678
2.014817,103,7935.958402
0.943277,43,7937.909796
0.807691,196,7944.302659
0.971731,149,7948.775615
0.455372,1001,7975.093096
2.325329,45,7976.494863
2.886496,48,7978.055986
2.748597,45,7979.481588
1.403286,64,7981.380499
0.717053,1001,8003.41056
2.248068,141,8008.067729
1.43126,1001,8030.930846
4.451428,786,8048.027227
2.395987,839,8067.795743
2.491726,48,8069.462929
1.799037,44,8070.969522
1.01666,66,8073.02315
3.181096,49,8074.91453
3.667572,50,8076.825458
2.588744,41,8078.422176
2.294478,41,8080.157257
3.120317,59,8082.755182
5.828452,418,8096.390181
2.62567,83,8098.791023
2.036073,51,8100.543384
2.116244,53,8102.313964
2.531278,44,8103.818881
1.966913,46,8105.600776
3.903388,788,8122.748602
3.29333,55,8124.24597
0.807405,1001,8145.786993
2.095561,41,8147.070044
2.083062,46,8148.695388
2.112635,39,8149.976459
1.676361,226,8154.792065
2.173681,41,8156.09619
0.932421,72,8158.258647
2.276334,45,8159.673029
2.530682,41,8160.97474
2.492051,46,8162.297555
2.769304,58,8164.284586
3.265897,50,8166.191632
2.641874,41,8168.052219
2.756478,42,8169.942542
2.792269,44,8171.87381
3.365084,51,8173.841005
2.562351,44,8175.662727
3.140742,44,8177.507178
2.422706,43,8179.249516
3.566887,54,8181.295953
2.918675,43,8183.071678
3.185708,50,8184.999315
3.100281,47,8186.944261
4.245591,117,8190.522804
2.245135,42,8192.25495
1.497985,42,8194.123657
3.186249,48,8196.085134
2.794649,44,8197.971726
4.518666,75,8200.721786
3.566747,298,8209.299
1.986696,49,8211.492136
2.285719,45,8213.263503
2.610615,71,8216.094422
1.514166,45,8218.037514
3.719292,600,8233.635049
2.480414,52,8234.986701
2.926415,42,8236.236894
2.865431,46,8237.835692
3.352902,49,8239.140452
2.567138,47,8240.463523
1.891816,47,8241.709428
2.994462,48,8242.973557
1.500621,47,8244.256166
2.943448,46,8245.580324
2.137926,44,8247.032767
1.643427,42,8248.268639
2.854072,49,8249.776709
3.028783,58,8251.296983
2.764899,56,8252.834204
2.847713,53,8254.302271
2.249022,1001,8275.519701
1.825885,42,8277.24121
2.298946,154,8280.453986
1.650807,41,8281.576728
3.022304,50,8282.973248
2.563201,744,8297.075837
2.828999,382,8306.018972
3.017436,48,8307.693872
1.342436,48,8309.527004
2.813513,51,8311.039976
5.053919,90,8313.355522
0.662145,1001,8337.763927
3.314441,48,8339.771559
2.765822,47,8341.513208
1.371653,125,8344.881366
1.936134,53,8346.756507
2.358143,516,8358.269493
2.252782,60,8360.369242
2.214921,50,8361.912057
1.92782,57,8363.608901
2.077661,43,8365.033924
2.764199,91,8367.473234
3.122168,51,8369.051803
2.574037,57,8370.73335
1.626858,73,8372.813798
1.758608,46,8374.359126
2.648243,44,8376.013724
2.725638,52,8377.865391
2.500755,47,8379.380104
3.333027,57,8381.160673
2.99051,49,8382.704225
1.025469,190,8386.980949
2.494438,92,8389.277715
1.129255,69,8391.08559
1.457748,1001,8413.154153
0.694226,555,8425.400578
0.646947,1001,8446.683322
0.882832,236,8452.054642
3.389184,1001,8471.113428
2.689543,1001,8490.223518
1.287384,916,8508.715707
2.041519,1001,8534.276744
2.477076,48,8536.210482
3.765651,340,8545.398834
2.329932,1001,8575.540843
3.790906,62,8578.063974
1.937449,1001,8602.900178
1.23687,1001,8621.469807
6.967584,226,8626.35954
1.483309,1001,8651.004969
4.586975,137,8655.077302
2.86538,205,8661.355073
7.580037,498,8680.239519
3.845301,284,8691.816733
5.671248,712,8713.523967
5.442746,822,8735.450113
3.601311,555,8749.972132
1.468011,1001,8775.351809
6.701156,876,8808.039057
4.672718,584,8830.040789
3.028133,207,8839.067208
2.384427,274,8848.8578
2.29098,1001,8883.476504
2.384635,54,8885.816285
2.723469,1001,8911.640261
4.477116,1001,8943.645096
2.708536,59,8945.96952
3.485444,665,8963.460029
4.431118,854,8985.386845
6.095537,1001,9013.804172
3.300994,59,9016.110706
1.787866,1001,9042.153427
4.981528,198,9047.497787
3.815075,322,9056.019441
4.050507,191,9062.739464
1.520741,111,9067.01221
4.431565,377,9078.705456
0.927221,255,9087.257585
7.398311,403,9100.068574
4.082695,920,9128.097786
5.230675,1001,9157.772642
8.787091,621,9175.647666
2.965774,1001,9204.693692
7.072086,1001,9234.308481
8.989467,481,9247.964479
10.894024,1001,9275.481168
7.152985,1001,9318.171521
3.551545,104,9323.624116
3.372719,58,9328.281028
5.87473,129,9334.00336
5.398686,97,9338.494472
6.098331,977,9370.165492
4.647598,133,9374.566517
7.722994,576,9392.433881
1.760479,1001,9420.114318
3.339528,61,9422.880402
3.078351,92,9426.386081
5.272067,163,9432.638581
4.932399,87,9435.936331
4.569167,156,9440.71804
5.367575,93,9443.657094
3.987809,79,9446.537108
4.044804,82,9449.446023
6.555059,542,9465.028034
4.166949,101,9468.40448
2.943422,1001,9504.648958
3.750862,77,9509.501896
4.893178,128,9515.263944
4.775287,91,9519.846897
4.445061,81,9524.158297
4.43108,174,9532.074107
8.54266,649,9555.169313
4.781707,79,9559.008256
2.816807,1001,9595.186416
4.941431,1001,9623.59112
6.142823,157,9629.729138
5.375271,1001,9661.414863
6.760407,212,9668.23514
2.772131,323,9677.481714
4.608377,1001,9697.386821
4.650311,415,9705.98079
6.267628,101,9708.345888
9.459113,540,9721.452062
6.430032,344,9731.99037
4.934464,581,9748.171611
7.118938,223,9752.103687
9.110219,1001,9768.239641
4.024949,623,9778.533587
6.184513,115,9780.808398
4.46194,102,9782.858616
7.388604,346,9788.621027
3.65773,79,9790.241305
3.992195,99,9792.228026
2.62798,118,9794.538288
5.226668,96,9796.564436
4.94022,81,9798.332866
4.175068,120,9800.719162
5.275735,384,9807.191651
6.213102,411,9814.052925
2.425875,599,9823.866695
3.304457,80,9825.499209
3.802753,94,9827.371209
4.292991,562,9836.69149
3.228352,79,9838.303201
5.528895,302,9843.588294
10.033058,612,9854.074788
6.957967,152,9857.161898
5.378831,86,9859.145641
5.35235,122,9861.76981
6.838139,1001,9879.143227
4.406437,97,9881.186763
2.830233,153,9884.012921
6.101671,130,9886.956117
4.01728,236,9891.307702
1.702744,164,9894.361873
4.162997,1001,9911.362959
2.425064,90,9913.270655
7.556961,385,9919.808698
3.835837,208,9923.609789
8.944919,530,9933.066078
6.341806,421,9940.441216
5.156701,302,9946.447274
4.519167,397,9953.481601
6.086104,120,9955.762688
3.379578,85,9957.531599
10.518427,433,9964.832144
4.723619,258,9969.408834
12.528668,1001,9985.716611
6.448013,501,9994.811391
23.910361,1001,10012.355514
11.267916,381,10019.096628
4.936401,764,10032.83685
15.412941,1001,10050.146552
20.876104,969,10067.419165
14.175824,542,10077.473086
15.749947,340,10083.541122
23.272533,1001,10100.457793
10.889747,390,10107.52541
7.87071,396,10114.68728
10.851647,1001,10131.9461
27.294251,1001,10148.189085
6.777309,555,10157.751633
8.365662,758,10170.469257
4.161901,417,10177.824036
14.04346,1001,10195.922396
23.465777,500,10204.74041
10.738774,210,10208.734741
16.92974,788,10222.073895
3.311929,342,10228.162398
5.741149,876,10243.46994
13.882838,1001,10261.709353
6.941779,626,10272.513484
8.968585,925,10287.694335
1.466321,462,10295.620511
12.251546,494,10304.074837
21.824115,845,10319.058859
14.150829,878,10334.758926
19.931963,810,10348.930417
21.963298,1001,10365.788811
5.63556,180,10369.121015
8.806427,362,10376.191903
15.166542,714,10390.161998
15.98975,1001,10409.706722
25.812236,780,10424.741975
7.870088,313,10431.106622
36.581791,807,10447.07338
34.631054,1001,10466.448185
22.266771,637,10479.003219
28.03708,1001,10498.329562
27.258289,1001,10517.625732
26.409775,903,10535.122968
29.65257,1001,10554.327919
19.26121,1001,10573.842316
27.082734,825,10589.810872
2.064066,98,10592.127117
18.594896,463,10601.178932
20.235077,1001,10620.616588
15.060368,1001,10639.948595
48.110185,1001,10659.244114
42.376355,713,10673.410956
9.081877,367,10680.691003
5.356896,1001,10700.05348
4.832036,211,10704.537487
22.258282,1001,10723.897266
9.924622,411,10732.346962
14.9143,409,10740.5355
57.238656,1001,10760.06289
52.863952,1001,10779.267422
67.163254,1001,10798.67936
72.965887,1001,10817.73472
71.45261,1001,10837.233702
46.916652,811,10852.976747
70.623943,1001,10872.316204
43.401122,960,10891.01936
26.506108,448,10899.88866
8.348895,226,10904.64609
11.300568,198,10908.970609
18.025836,527,10919.372192
18.70136,345,10926.2651
12.696564,226,10931.035929
17.789202,275,10936.766835
80.473635,1001,10954.01705
5.776867,127,10956.354041
25.889054,908,10970.763288
74.752145,1001,10986.764134
71.21562,1001,11003.320178
78.952626,1001,11020.009626
65.881812,1001,11036.700398
72.142079,1001,11053.40143
73.876371,1001,11069.635362
62.994846,1001,11085.770084
63.039416,1001,11102.051243
78.382198,1001,11118.696127
78.741554,1001,11135.558629
73.929799,1001,11151.396461
63.870629,1001,11167.839692
53.558834,1001,11184.783762
76.542228,1001,11201.7672
78.068875,1001,11218.196444
76.052315,1001,11234.092401
74.706367,1001,11251.281213
79.828396,1001,11267.825492
60.273144,1001,11285.144699
74.91099,1001,11301.933117
74.207734,1001,11318.869775
35.63811,595,11328.663177
81.161934,1001,11345.346261
78.615268,1001,11362.136139
81.189981,1001,11378.175079
77.320148,1001,11394.350475
77.384768,1001,11410.754637
64.019891,1001,11427.579181
70.767969,1001,11444.53328
79.132774,1001,11461.060552
76.208864,1001,11477.096393
84.256244,1001,11495.456689
81.342695,1001,11515.023607
80.876034,1001,11532.95297
10.995503,1001,11551.433305
79.869479,1001,11569.941253
78.575659,1001,11588.965191
35.255499,493,11598.191367
82.43848,1001,11616.808918
78.883828,1001,11634.79716
73.995514,1001,11653.952286
79.256969,1001,11672.469859
80.482889,1001,11690.379239
78.812473,1001,11708.684937
72.36679,1001,11735.803788
83.109658,1001,11753.582712
83.398997,1001,11771.1258
79.638388,1001,11789.725501
12.6996,195,11794.047981
79.344324,1001,11812.26868
79.072893,1001,11830.135483
74.191715,1001,11849.924959
83.172556,1001,11867.870526
79.849101,1001,11885.222003
78.119249,1001,11903.180033
69.494241,1001,11922.260646
81.451779,1001,11939.894603
79.860558,1001,11957.31772
82.271703,1001,11975.666612
77.279505,1001,11993.995393
35.094353,665,12006.221898
80.710285,1001,12023.489934
67.042,1001,12042.272216
63.36599,1001,12084.474279
77.938769,1001,12107.379909
78.498785,1001,12125.502043
68.053989,1001,12142.994521
79.175971,1001,12163.662937
82.123485,1001,12180.662201
78.285366,1001,12197.468238
76.141077,1001,13498.436717
80.750845,1001,13518.022663
80.941397,1001,13630.69725
79.933358,1001,29955.884914
71.17122,1001,29982.975089
58.18094,1001,30008.479253
23.841617,355,30018.365406
78.981957,1001,30048.425298
77.519146,1001,30081.548289
70.437118,1001,30112.74028
53.952929,887,30134.832425
26.171105,1001,30163.495634
51.742379,1001,30192.55802
52.668438,1001,30219.17338
0.446105,234,30226.443493
79.092393,1001,30255.658617
70.408214,1001,30287.014889
0.084645,280,30295.110649
73.502626,1001,30324.762511
71.139086,1001,30355.083709
13.711818,238,30363.485765
75.074908,1001,30394.458991
79.986425,1001,30424.044426
75.06447,1001,30456.116179
78.143651,1001,30486.797598
78.887794,1001,30518.327026
80.739553,1001,30549.237057
78.401574,1001,30581.504474
82.503638,1001,30613.208119
57.708696,747,30635.982612
59.246853,1001,30667.24904
79.380523,1001,30699.610905
22.771174,316,30710.317587
77.321056,1001,30740.500367
81.191456,1001,30771.807984
79.569639,1001,30803.100793
80.492161,1001,30831.921989
78.696645,1001,30861.291594
74.086514,1001,30891.12128
80.841152,1001,30923.237125
75.034378,1001,30953.001421
71.954883,1001,30982.435258
80.477732,1001,31014.762387
75.529003,1001,31047.682861
10.892734,994,31079.268897
74.827464,1001,31112.400773
63.998242,1001,31143.385028
78.983911,1001,31172.850862
13.653563,222,31180.458952
75.731015,1001,31211.661836
72.490326,1001,31243.705514
73.829024,1001,31274.44095
11.597636,247,31282.95142
76.300516,1001,31315.363522
75.573942,1001,31346.101974
59.594969,1001,31377.315196
25.059801,395,31388.999337
22.330978,352,31399.504478
75.703623,1001,31429.867872
69.822736,1001,31462.080121
11.760091,245,31470.323698
73.490103,1001,31502.5035
21.559742,532,31520.121425
69.461953,1001,31550.621604
79.473932,1001,31581.717896
72.657421,1001,31612.08958
76.164408,1001,31643.037821
70.172032,1001,31674.412455
64.241495,1001,31706.018798
